# hst.nicmos.nicmos3.F212N
# photon
# HST NICMOS 3 F212N http://svo2.cab.inta-csic.es/theory/fps/index.php?id=HST/NICMOS3.F212N
20498.000000 5.72456e-05
20510.000000 0.000462688
20512.000000 0.00096695
20522.000000 0.000227091
20526.000000 0.000484598
20530.000000 5.60281e-05
20544.000000 0.000176134
20548.000000 0.000250265
20556.000000 0.000432602
20560.000000 0.00077599
20568.000000 5.78624e-05
20572.000000 0.000700317
20578.000000 0.000825913
20586.000000 0.000142707
20590.000000 0.000358533
20592.000000 0.000475346
20594.000000 5.95731e-05
20596.000000 0.000240886
20598.000000 0.000179875
20604.000000 0.000896656
20606.000000 0.000362755
20610.000000 0.000379996
20624.000000 0.000545962
20630.000000 0.00053481
20634.000000 0.000605072
20636.000000 5.98718e-05
20640.000000 0.000745014
20648.000000 0.000790399
20658.000000 0.000431582
20660.000000 6.04558e-05
20664.000000 0.000247488
20668.000000 0.000432858
20670.000000 0.000141859
20672.000000 0.000183995
20684.000000 0.000207308
20690.000000 0.000699686
20692.000000 0.000248575
20694.000000 0.000187928
20702.000000 0.000558071
20712.000000 0.000253243
20716.000000 0.000756283
20720.000000 0.000318264
20722.000000 0.00118466
20728.000000 0.000190337
20734.000000 0.000276364
20736.000000 0.000382011
20738.000000 0.000660326
20744.000000 6.42032e-05
20746.000000 0.000192393
20750.000000 0.000129605
20752.000000 6.40385e-05
20756.000000 0.000508291
20760.000000 6.72999e-05
20762.000000 0.000760823
20770.000000 0.000214641
20772.000000 0.000150812
20774.000000 0.000323501
20776.000000 0.000667544
20778.000000 0.000150988
20780.000000 0.000216806
20782.000000 0.000409969
20784.000000 0.000536904
20788.000000 0.000131104
20790.000000 0.000153279
20792.000000 0.000324227
20802.000000 6.09404e-05
20806.000000 0.000456157
20808.000000 0.000326934
20814.000000 0.000196745
20818.000000 0.000262762
20822.000000 0.000200533
20824.000000 0.000589147
20828.000000 0.000264138
20830.000000 0.000456306
20836.000000 0.0005514
20838.000000 0.000395784
20840.000000 0.000790248
20842.000000 0.000265602
20848.000000 0.000332896
20852.000000 0.000686089
20856.000000 0.000156363
20858.000000 0.000866114
20862.000000 0.000687902
20866.000000 0.000666852
20868.000000 6.75088e-05
20872.000000 0.000533405
20874.000000 0.000156494
20880.000000 0.000938343
20882.000000 0.000671883
20884.000000 0.000473267
20894.000000 0.000494587
20896.000000 0.00061475
20898.000000 0.000362761
20900.000000 0.000475899
20902.000000 0.00042941
20904.000000 0.000363878
20908.000000 0.000135645
20912.000000 0.000890214
20914.000000 0.000413866
20916.000000 0.00129757
20920.000000 0.000365499
20924.000000 0.000617737
20926.000000 0.000344796
20928.000000 0.000618603
20930.000000 0.000366788
20932.000000 0.000505716
